Registration Number,UG Name of university,UGCGPA,Year of graduation,Employeed after graduation,Location of primary school,Location of secondary school,Disability,Fatherss highest level of education,Motherss highest level of education,Socio-economic level,Father occupation,Mother occupation,Electronic gadgets,Internet access at home,VT,QT,AT,OT
1042200,HOPE UNIVERSITY COLLEGE,2.9,2021,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,CIVIL SERVANT,HOUSE WIFE,"Mobile phone with touch screen, ",Yes,33,18,17,68
1042809,Wollega University,3.31,2016,Yes,Oromia,Oromia,,Post Secondary,Secondary Education,Same as,Pharmacist,house wife,"Mobile phone with touch screen, ",Yes,32,17,19,68
1040973,Saint Maryss University,3.22,9-Oct-21,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Better than,Addis Ababa University Lecturer,House Wife,"Mobile phone with touch screen, ",Yes,28,22,18,68
1043000,Bahir dar University,2.99,2010 GC,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,none,HOUSE WIFE,"Mobile phone with touch screen, ",No,29,21,18,68
1042019,AAU,3.1,1998,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Primary Education,Worse than,private -self employed,house wife,"Mobile phone with touch screen, ",Yes,39,14,15,68
1037516,Addis Ababa UNIVERSITY,3.92,12/10/2020,Yes,Amhara,Amhara,,Secondary Education,Non Literate Adult and Non Formal Education,Better than,Private,House wife,"Mobile phone with touch screen, ",Yes,34,23,11,68
1042655,Unity University,3.81,2013,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Other,Same as,priest in orthodoxic church,house wife,"Mobile phone with touch screen, ",No,34,19,15,68
1042869,univeristy of Gondar,3.87,2021,Yes,Oromia,Addis Ababa,,Post Secondary,Post Secondary,Same as,business man,House Wife,"Mobile phone with touch screen, ",Yes,31,22,15,68
1041524,ste Maryss University,3.76,2021,Yes,Addis Ababa,Addis Ababa,,Primary Education,Secondary Education,Same as,Contractor,House Wife,"Mobile phone with touch screen, ",Yes,23,27,18,68
1084035,Addis Ababa UUniversity,2.82,2000,Yes,Oromia,Oromia,,Primary Education,Non Literate Adult and Non Formal Education,Same as,Agriculture,House wife,"Mobile phone with touch screen, ",Yes,37,20,11,68
1085101,Arba Minch University,3,2017,Yes,Oromia,Oromia,,Post Secondary,Non Literate Adult and Non Formal Education,Same as,civil servant,House wife,"Mobile phone with touch screen, ",No,37,22,9,68
1042279,Addis Ababa UNIVERSITY,3.25,2009,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,CHURCH,HOUSE MOTHER,"Mobile phone with touch screen, ",Yes,39,12,17,68
19159,jimma university,3.53,2010,Yes,Amhara,Amhara,,Secondary Education,,Worse than,official worker,House Hold,"Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, ",Yes,32,24,12,68
1032524,western university collage,3.4,2022,No,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,driver,hotel manager,"Mobile phone with touch screen, ",Yes,41,13,14,68
1002889,Univeristy of Gondar,3.275,2015,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Post Secondary,Secondary Education,Better than,government official,Home Maker,"Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, ",Yes,40,13,15,68
1046802,Unity University,3.84,2021,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,Teacher,Health Officer,"Mobile phone with touch screen, ",Yes,30,21,17,68
1012822,Haramaya university,3.54,2003 e.c,Yes,Tigray,Tigray,,Post Secondary,Post Secondary,Same as,retired,Governmental organization," Laptop computer, ",No,37,17,14,68
1084881,University of Gondar,2.92,2012,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Post Secondary,Post Secondary,Same as,Government employee,Government employee,"Mobile phone with touch screen, ",Yes,29,22,17,68
1015479,school of commerce,2.7,2016/17,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Secondary Education,Better than,retired,GOVERNMENT,"Mobile phone with touch screen, ",Yes,40,20,8,68
1002686,Gondar University,2.83,2009,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,Farmer/House wife,"Mobile phone with touch screen, ",Yes,36,14,18,68
1015904,Ambo University,3.83,2011,Yes,Oromia,Oromia,,Secondary Education,Primary Education,Same as,farmer,Farmer,"Mobile phone with touch screen, ",No,33,23,12,68
1016561,Wollo University,3.05,2012 G.C.,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Better than,Farmer,Farmer,"Mobile phone with touch screen, ",No,24,26,18,68
1017447,wolaita sodo,3.65,2019,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",No,23,29,16,68
1046942,Addis Ababa University,3.51,2022,No,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,Farmer,"Mobile phone with touch screen, ",No,30,23,15,68
1032477,Addis Ababa university,2.41,2005,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Better than,farmers,famers,"Mobile phone with touch screen, ",Yes,27,27,14,68
1014018,Ambo university,2.6,2010E.C,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Better than,GIS officer,data base collector,"Mobile phone with touch screen, ",Yes,38,21,9,68
1015454,Bahir Dar university,3.11,2005 EC,Yes,Amhara,Amhara,,Post Secondary,Post Secondary,Same as,civil servant,civil servant,"Mobile phone with touch screen, ",Yes,32,25,11,68
1002697,university of Gondar,3.09,2008,Yes,Tigray,Tigray,,Secondary Education,Post Secondary,Same as,retired civil cervant,civil cervant,"Mobile phone with touch screen, ",No,36,14,18,68
18843,Arbaminch university,3.07,2008GC,Yes,Addis Ababa,Addis Ababa,,Secondary Education,,Better than,private,chef," Mobile phone without touch screen,  Mobile phone without touch screen,  Mobile phone without touch screen,  Mobile phone without touch screen, ",Yes,28,22,18,68
1013186,mekelle university,3.69,2020,No,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,Private,cashier,"Mobile phone with touch screen, ",Yes,33,26,9,68
1032582,Addis Ababa University,2.27,2018,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,Manager,Cashier,"Mobile phone with touch screen, ",Yes,37,17,14,68
1015514,University of Gondar,3.11,2019,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,teacher,business women,"Mobile phone with touch screen, ",Yes,31,27,10,68
1012749,Ambo university,3.06,2011/12,Yes,Oromia,Oromia,,Secondary Education,Primary Education,Same as,Farmer,Agriculture,"Mobile phone with touch screen, ",Yes,31,23,14,68
18089,wolkite university,3.57,2016,Yes,Addis Ababa,Addis Ababa,,Post Secondary,,Same as,He has passed away,Accountant,"Mobile phone with touch screen, Mobile phone with touch screen, ",Yes,26,23,19,68
1002825,Addis Ababa university,2.93,2013,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,driver,accountant,"Mobile phone with touch screen, ",Yes,36,16,16,68
1032523,Addis Ababa University,2.9,2013,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Better than,-,-,"Mobile phone with touch screen, ",No,28,26,14,68
1000464,Haremaya University,2.32,2010,Yes,Amhara,Amhara,,Secondary Education,Post Secondary,Same as,Office Worker,Teacher,"Mobile phone with touch screen, ",Yes,18,32,17,67
1012815,Jimma university,2.71,2002,Yes,Oromia,Oromia,,Post Secondary,Primary Education,Same as,Teacher,Teacher,"Mobile phone with touch screen, ",Yes,34,21,12,67
1085070,university of gondar,2.6,2016,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Secondary Education,Same as,shipping officer,teacher,"Mobile phone with touch screen, ",Yes,33,22,12,67
1085077,arsi universty,3.23,2020,Yes,Oromia,Oromia,,Post Secondary,Post Secondary,Same as,office administrative,teacher,"Mobile phone with touch screen, ",Yes,32,19,16,67
1015378,Addis Ababa University,3.84,2015,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Better than,Educational Consultant,Social Worker,"Mobile phone with touch screen, ",Yes,30,27,10,67
1040559,Dilla University,3.14,2010,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Weaver,SME Merchant,"Mobile phone with touch screen, ",Yes,26,22,19,67
1084869,Gondar university,2.4,2011,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,Manager,secretory,"Mobile phone with touch screen, ",Yes,34,19,14,67
1002777,Addis Ababa University,3.44,2020,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,Not Alive,Secretary,"Mobile phone with touch screen, ",Yes,37,18,12,67
1041221,Addis Ababa University School of Commerce,3.08,2021,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,Business Man,Secretary,"Mobile phone with touch screen, ",Yes,32,18,17,67
1043003,Addis Ababa University,2.6,2009,No,Addis Ababa,Addis Ababa,,Post Secondary,Secondary Education,Same as,Retired,retiree,"Mobile phone with touch screen, ",Yes,36,13,18,67
17362,Addis Ababa University,3.26,2012GC,Yes,Addis Ababa,Addis Ababa,,Secondary Education,,Same as,Retired,Retired,"Mobile phone with touch screen, ",Yes,37,12,18,67
1000386,Addis Ababa University,2.78,2006,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Secondary Education,Same as,Retired,Retired,"Mobile phone with touch screen, ",Yes,35,15,17,67
1014587,Addis Ababa University,3.95,2011,Yes,Amhara,Amhara,,Other,Non Literate Adult and Non Formal Education,Same as,private,private,"Mobile phone with touch screen, ",No,26,27,14,67
1084861,adigrat university,3.48,2020,Yes,Benishangul-Gumuz,Amhara,,Post Secondary,Post Secondary,Same as,veternarian,police,"Mobile phone with touch screen, ",No,36,17,14,67
1042016,university of gondar,3.55,2021,No,Amhara,Amhara,,Post Secondary,Post Secondary,Same as,office work,pharmacist,"Mobile phone with touch screen, ",Yes,36,15,16,67
18964,Mekelle University,3.75,2014,Yes,Addis Ababa,Addis Ababa,,Secondary Education,,Same as,Self Employed,Operator,"Mobile phone with touch screen, ",Yes,35,16,16,67
1037560,madawalabu university,2.73,2016,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,OFFICE WORKER,office worker,"Mobile phone with touch screen, ",Yes,35,18,14,67
1014395,Samara University,2.95,2011,Yes,Addis Ababa,Addis Ababa,,Non Literate Adult and Non Formal Education,Post Secondary,Same as,Driver,Nurse,"Mobile phone with touch screen, ",Yes,23,24,20,67
1046944,Wolaita Sodo University,3.85,2013,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Secondary Education,Post Secondary,Same as,Driver,Nurse," Laptop computer, ",Yes,33,25,9,67
1085170,Myungsung Medical College,3.29,2020,Yes,Oromia,Oromia,,Post Secondary,Post Secondary,Same as,Non governmental organization,Non governmental organization,"Mobile phone with touch screen, ",Yes,31,22,14,67
1040646,Addis Ababa University,3.2,2008,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Secondary Education,Same as,accountant,no occupation,"Mobile phone with touch screen, ",Yes,36,16,15,67
1015144,Addis Ababa University Business and Economics,2.9,2008,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Primary Education,Better than,N/A,N/A,"Mobile phone with touch screen, ",Yes,38,19,10,67
1012560,Microlink Information Tecnology college,3.37,2019,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,Teachers,My Mother is aTeacher,"Mobile phone with touch screen, ",Yes,37,18,12,67
1041388,Saint lideta health science collage,3.29,2021/2014,No,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,physiotherapist,mezgeb yaz," Mobile phone without touch screen, ",No,22,27,18,67
1046788,bahir dar university,3.14,2011,Yes,Amhara,Amhara,,Post Secondary,Post Secondary,Same as,merchant,metiorologist,"Mobile phone with touch screen, ",Yes,32,23,12,67
18244,steMaryss University,4,2019,Yes,Addis Ababa,Addis Ababa,,Other,,Same as,N/A,Merchant,"Mobile phone with touch screen, ",Yes,34,14,19,67
1000011,hawassa university,3.08,2009,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,merchant,merchant,"Mobile phone with touch screen, ",Yes,24,22,21,67
1013673,Addis Ababa University,2.83,2010,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Better than,Clerk,merchant,"Mobile phone with touch screen, ",Yes,27,30,10,67
1015448,Addis Ababa University,3.5,2018,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Primary Education,Primary Education,Same as,Farmer,Merchant,"Mobile phone with touch screen, ",No,27,25,15,67
1037569,university of gondar,3.15,2019,Yes,Addis Ababa,Addis Ababa,,Primary Education,Post Secondary,Same as,merchant,merchant,"Mobile phone with touch screen, ",Yes,33,23,11,67
1016939,jimma university,3.64,2016,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,marchent,marchent," Laptop computer, ",No,21,32,14,67
1040600,Hawassa University,3.76,2021,Yes,Amhara,Amhara,,Secondary Education,Primary Education,Same as,Driver,Marchant,"Mobile phone with touch screen, ",Yes,27,26,14,67
566,Bahir Dar University,3.02,2017,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,,Same as,businessman,housewife,"Mobile phone with touch screen, ",Yes,27,21,19,67
1002650,Addis Ababa UNIVERSITY,3.57,"DECMBER 24, 2020",Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Primary Education,Non Literate Adult and Non Formal Education,Same as,FARMER,HOUSEWIFE,"Mobile phone with touch screen, ",Yes,30,24,13,67
1002726,Addis Ababa Science and Technoloy University,3.75,2018,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,Private company,Housewife,"Mobile phone with touch screen, ",No,31,20,16,67
1013213,Adama Science and Technology University,3.52,2013,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,Mechanic,Housewife,"Mobile phone with touch screen, ",No,26,32,9,67
1016592,Hwassa University,3.95,2013,Yes,Amhara,Amhara,,Primary Education,Primary Education,Same as,Farmer,Housewife,"Mobile phone with touch screen, ",No,21,30,16,67
1019905,Adama university,3.53,2018,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Primary Education,Non Literate Adult and Non Formal Education,Same as,private,Housewife,"Mobile phone with touch screen, ",Yes,27,27,13,67
1041245,Addis Ababa university,3.65,2020,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,private business,housewife,"Mobile phone with touch screen, ",Yes,30,19,18,67
1042128,University of Gondar,3.59,2021,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Secondary Education,Same as,Government employee,housewife," Mobile phone without touch screen, ",No,38,13,16,67
1084075,Bahir Dar University,2.94,2009,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,Mechanic,Housewife,"Mobile phone with touch screen, ",Yes,34,21,12,67
14819,Ambo,3.1,2007,Yes,Addis Ababa,Addis Ababa,,Primary Education,,Better than,Pharmacist,House wife,"Mobile phone with touch screen, ",Yes,38,13,16,67
14819,Ambo,3.1,2007,Yes,Addis Ababa,Addis Ababa,,Primary Education,,Better than,Pharmacist,House wife,"Mobile phone with touch screen, ",Yes,38,13,16,67
17504,Addis Ababa,2.39,2004GC,Yes,Oromia,Oromia,,Post Secondary,,Worse than,TEACHER,HOUSE WIFE,"Mobile phone with touch screen, ",Yes,22,33,12,67
47473,Mekelle University,3.29,2015,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,none,House wife,"Mobile phone with touch screen, ",No,29,24,14,67
1000446,AAU,2.36,1999 E.C,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,peasant,HOUSE WIFE,"Mobile phone with touch screen, ",No,25,27,15,67
1016037,rift valley university,3.72,2010,Yes,Amhara,Amhara,,Primary Education,Primary Education,Same as,no,house wife,"Mobile phone with touch screen, ",Yes,24,29,14,67
1014075,Jimma University,3.5,2017,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,House wife,"Mobile phone with touch screen, ",Yes,29,22,16,67
1016252,university of gonder,2.71,2019 G.C,Yes,Oromia,Oromia,,Post Secondary,Secondary Education,Same as,TEACHER,House wife,"Mobile phone with touch screen, ",No,28,24,15,67
1013018,Jima University,3.87,2017,Yes,Addis Ababa,Addis Ababa,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Retired,House wife,"Mobile phone with touch screen, ",No,26,28,13,67
1013056,Addis Ababa University,3.27,2006,Yes,Oromia,Addis Ababa,,Other,Post Secondary,Same as,other,house wife,"Mobile phone with touch screen, ",Yes,35,19,13,67
1014752,Debre Birhan University,2.97,2021,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,Personal Job,House wife,"Mobile phone with touch screen, ",Yes,25,20,22,67
1015169,Addis Abeba science and technology university,2.954,2011,Yes,Addis Ababa,Addis Ababa,,Other,Secondary Education,Same as,not working,house wife,"Mobile phone with touch screen, ",No,28,27,12,67
1014066,University of Gondar,3.78,2013 E.C,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Better than,Driver,House wife,"Mobile phone with touch screen, ",Yes,30,19,18,67
1013640,Defence University,2.85,2014,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Secondary Education,Same as,Retired,house wife,"Mobile phone with touch screen, ",No,23,28,16,67
1016743,Bahir Dar University,3.24,2012,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Primary Education,Same as,farmer,house wife,"Mobile phone with touch screen, ",Yes,21,26,20,67
1017555,jimma universi,2.96,2011,Yes,Sidama,Sidama,,Secondary Education,Secondary Education,Same as,tailor,house wife,"Mobile phone with touch screen, ",Yes,32,20,15,67
